rank,selected,detector,archetype,n_accounts,exposure_rs,effort_hours,confidence,why_flagged,is_genuine_fraud_VALIDATION_ONLY
322,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
323,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
324,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
325,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
326,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
327,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
328,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
329,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
330,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
331,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
332,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
333,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
334,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
335,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
336,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
337,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
