account_id,flagged_by_detector,archetype,is_true_fraud,risk_score,velocity_txn_per_day,max_amount_zscore,new_counterparty_fraction,n_transactions
customer_3f9dbcd90e,fraudar,shared_infra_promo_abuse,True,0.235,0.16,0.29,0.92,12
customer_176d8f5e55,fraudar,shared_infra_promo_abuse,True,0.235,0.34,0.28,0.85,27
customer_9467977a3f,fraudar,shared_infra_promo_abuse,True,0.23,0.16,0.25,0.92,13
customer_fdd66e739d,fraudar,shared_infra_promo_abuse,True,0.217,0.19,0.41,0.73,15
customer_f6b017d657,fraudar,shared_infra_promo_abuse,True,0.216,0.15,0.25,0.85,13
customer_7645c9774a,fraudar,shared_infra_promo_abuse,True,0.207,0.17,0.18,0.85,13
customer_ec20621e27,fraudar,shared_infra_promo_abuse,True,0.202,0.23,-0.03,0.92,12
customer_87c0da9f7e,fraudar,shared_infra_promo_abuse,True,0.2,0.19,0.28,0.73,15
customer_730fdd8cf1,fraudar,shared_infra_promo_abuse,True,0.184,0.18,-0.05,0.85,13
customer_cb79405e2e,copycatch,lockstep_chargeback_ring,True,0.183,0.09,0.57,0.5,2
customer_4d2163cbcf,fraudar,shared_infra_promo_abuse,True,0.182,0.16,-0.04,0.85,13
customer_712451de19,fraudar,shared_infra_promo_abuse,True,0.17,0.19,0.06,0.73,15
customer_f303b05052,fraudar,shared_infra_promo_abuse,True,0.163,0.2,-0.09,0.73,15
customer_abf301e477,fraudar,shared_infra_promo_abuse,True,0.16,0.21,-0.04,0.71,14
customer_7ee6f62b98,fraudar,shared_infra_promo_abuse,True,0.139,0.07,-0.48,0.67,3
customer_34e8f2a008,fraudar,shared_infra_promo_abuse,True,0.113,0.17,-0.45,0.5,2
customer_576cf57610,fraudar,shared_infra_promo_abuse,True,0.109,0.12,-0.37,0.5,2
customer_64eb7beaab,fraudar,shared_infra_promo_abuse,True,0.108,0.1,-0.21,0.5,4
customer_d9fbc583a9,fraudar,shared_infra_promo_abuse,True,0.108,0.1,-0.45,0.5,2
customer_5f8a1d1a78,fraudar,shared_infra_promo_abuse,True,0.108,0.09,-0.45,0.5,4
customer_a79d19b497,fraudar,shared_infra_promo_abuse,True,0.107,0.09,-0.36,0.5,4
customer_8d55b308c5,fraudar,shared_infra_promo_abuse,True,0.107,0.09,-0.38,0.5,2
customer_43c880fc9b,fraudar,shared_infra_promo_abuse,True,0.105,0.06,-0.23,0.5,4
customer_1cc1a48d02,fraudar,shared_infra_promo_abuse,True,0.105,0.06,-0.39,0.5,2
customer_504c048e17,fraudar,shared_infra_promo_abuse,True,0.103,0.03,-0.22,0.5,2
customer_916f1ad044,fraudar,shared_infra_promo_abuse,True,0.103,0.04,-0.25,0.5,2
customer_860254584f,fraudar,shared_infra_promo_abuse,True,0.1,0.08,0.1,0.4,5
customer_20423ded21,fraudar,shared_infra_promo_abuse,True,0.079,0.16,-0.43,0.33,3
customer_f16d8a046e,fraudar,shared_infra_promo_abuse,True,0.075,0.11,-0.28,0.33,3
customer_c417468bca,fraudar,shared_infra_promo_abuse,True,0.074,0.09,-0.52,0.33,3
customer_80bae70f36,fraudar,shared_infra_promo_abuse,True,0.074,0.1,-0.36,0.33,3
customer_a9dcaff8b8,fraudar,shared_infra_promo_abuse,True,0.074,0.09,-0.2,0.33,6
customer_42578b981e,fraudar,shared_infra_promo_abuse,True,0.073,0.08,-0.22,0.33,3
customer_e693a5896d,fraudar,shared_infra_promo_abuse,True,0.073,0.07,-0.26,0.33,3
customer_0cebd20dd0,fraudar,shared_infra_promo_abuse,True,0.072,0.07,-0.58,0.33,3
customer_9cb9d3f679,fraudar,shared_infra_promo_abuse,True,0.072,0.06,-0.37,0.33,3
customer_24a8a1dd0b,fraudar,shared_infra_promo_abuse,True,0.071,0.05,-0.19,0.33,3
customer_259059ee10,fraudar,shared_infra_promo_abuse,True,0.071,0.06,-0.32,0.33,3
customer_404e15f70d,fraudar,shared_infra_promo_abuse,True,0.071,0.05,-0.37,0.33,3
customer_808ef4a502,fraudar,shared_infra_promo_abuse,True,0.07,0.05,-0.24,0.33,3
customer_172a85ee43,fraudar,shared_infra_promo_abuse,True,0.07,0.05,-0.2,0.33,3
customer_a50f588aae,fraudar,shared_infra_promo_abuse,True,0.07,0.04,-0.23,0.33,3
customer_f3d8e7f72a,fraudar,shared_infra_promo_abuse,True,0.07,0.04,-0.21,0.33,3
customer_0e99b27e9a,fraudar,shared_infra_promo_abuse,True,0.061,0.14,-0.36,0.25,4
customer_18d751071e,fraudar,shared_infra_promo_abuse,True,0.058,0.1,-0.24,0.25,4
customer_a126d78bfc,fraudar,shared_infra_promo_abuse,True,0.057,0.09,-0.23,0.25,4
customer_684d32cf3c,fraudar,shared_infra_promo_abuse,True,0.055,0.07,-0.29,0.25,4
customer_4a10b1355f,fraudar,shared_infra_promo_abuse,True,0.054,0.05,-0.45,0.25,4
customer_d64f24d531,fraudar,shared_infra_promo_abuse,True,0.05,0.12,-0.25,0.2,5
customer_afc31634e7,fraudar,shared_infra_promo_abuse,True,0.049,0.11,-0.22,0.2,5
customer_871c72218c,fraudar,shared_infra_promo_abuse,True,0.048,0.1,-0.42,0.2,5
customer_17fc78bf0f,fraudar,shared_infra_promo_abuse,True,0.048,0.09,-0.26,0.2,5
customer_3dc4b1b351,fraudar,shared_infra_promo_abuse,True,0.047,0.09,-0.39,0.2,5
customer_71adf4d4a0,fraudar,shared_infra_promo_abuse,True,0.046,0.07,-0.2,0.2,5
customer_4aecb3719a,fraudar,shared_infra_promo_abuse,True,0.046,0.07,-0.21,0.2,5
customer_6d3e1d57c4,fraudar,shared_infra_promo_abuse,True,0.046,0.08,-0.24,0.2,5
customer_49a3c7578e,fraudar,shared_infra_promo_abuse,True,0.046,0.07,-0.25,0.2,5
